DATA IN NGS FORMAT FROM DATABASE 19JUL15XA_V002                                                 
Made from vgosDB with read.py. Observed delays and rates in card #2                             
  -0.00104  -0.70272    .00000    .00000    .00000    .00000              506305                
    29.153    18.209  1012.200   952.491    67.538    94.454 0 0          506306                
        0.2536805811   0.01976       -0.0048485501   0.00958  0           506308                
FORTLEZA  SEJONG    0814+425 2019 07 16 11 50  23.0000000000              506401                
    5414181.14755190   0.01657  1740941.2510979259   0.00714 0      I     506402                
   0.00028    .00000    .00000    .00000   3.253151672704885       0.0    506403                
  2.151   5.386 -0.0069 -0.0717 -0.0042  0.0432     -33026.331            506404
  -0.00104   0.00000    .00000    .00000    .00000    .00000              506405                
    29.153    23.409  1012.200   991.900    67.538    92.703 0 0          506406                
       -0.0487255334   0.06368        0.0084055464   0.00589  0           506408                
FORTLEZA  SESHAN25  0814+425 2019 07 16 11 50  23.0000000000              506501                
    5585090.82777200   0.02502  1833385.8307982830   0.02779 0      I     506502                
   0.00028    .00000    .00000    .00000   4.452819457366264       0.0    506503                
  2.151   8.383 -0.0069  0.0197 -0.0042  0.0154      19709.839            506504
  -0.00104   0.00000    .00000    .00000    .00000    .00000              506505                
    29.153    26.200  1012.200  1007.000    67.538    95.541 0 0          506506                
        0.6344304703   0.02371        0.0018068240   0.01613  0           506508                
FORTLEZA  WETTZELL  0814+425 2019 07 16 11 50  23.0000000000              506601                
  -12329129.83665468   0.01043   892998.7607894538   0.00924 0      I     506602                
   0.00061    .00000    .00000    .00000  -0.972848418569174       0.0    506603                
  2.151   0.341 -0.0069 -0.0003 -0.0042 -0.0000      -3151.305            506604
  -0.00104  -0.00564    .00000    .00000    .00000    .00000              506605                
    29.153    18.427  1012.200   945.800    67.538    45.064 0 0          506606                
        0.7872276136   0.00979        0.0022649894   0.00530  0           506608                
HART15M   MATERA    0814+425 2019 07 16 11 50  23.0000000000              506701                
  -13722977.28853145   0.02535  -204925.7741628723   0.05083 0      I     506702                
   0.00037    .00000    .00000    .00000  -3.001428887522269       0.0    506703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            506704
   0.00000  -0.70272    .00000    .00000    .00000    .00000              506705                
    19.800    18.209   870.981   952.491    26.538    94.454 0 0          506706                
        0.1862681022   0.01713       -0.0543393009   0.01579  0           506708                
HART15M   SEJONG    0814+425 2019 07 16 11 50  23.0000000000              506801                
    4142965.42742061   0.02590   585634.8875860114   0.05195 0      I     506802                
   0.00039    .00000    .00000    .00000   2.874813154552196       0.0    506803                
  0.316   5.386 -0.0067 -0.0717 -0.0021  0.0432     -36061.000            506804
   0.00000   0.00000    .00000    .00000    .00000    .00000              506805                
    19.800    23.409   870.981   991.900    26.538    92.703 0 0          506806                
       -0.1833722792   0.07470        0.0332916320   0.03212  0           506808                
HART15M   SESHAN25  0814+425 2019 07 16 11 50  23.0000000000              506901                
    4313875.00228868   0.02045   678079.5756084044   0.04102 0      I     506902                
   0.00046    .00000    .00000    .00000   4.190159602218910       0.0    506903                
  0.316   8.383 -0.0067  0.0197 -0.0021  0.0154      16675.170            506904
   0.00000   0.00000    .00000    .00000    .00000    .00000              506905                
    19.800    26.200   870.981  1007.000    26.538    95.541 0 0          506906                
        0.5854258129   0.01513       -0.0203929290   0.01738  0           506908                
HART15M   WETTZELL  0814+425 2019 07 16 11 50  23.0000000000              507001                
  -13600344.49629806   0.01115  -262306.6411420659   0.02237 0      I     507002                
   0.00085    .00000    .00000    .00000  -2.330582869989053       0.0    507003                
  0.316   0.341 -0.0067 -0.0003 -0.0021 -0.0000      -6185.974            507004
   0.00000  -0.00564    .00000    .00000    .00000    .00000              507005                
    19.800    18.427   870.981   945.800    26.538    45.064 0 0          507006                
        0.7245894636   0.00852       -0.0165199380   0.00989  0           507008                
MATERA    SESHAN25  0814+425 2019 07 16 11 50  23.0000000000              507101                
   18036864.44447899   0.01972   883004.2693497553   0.02190 0      I     507102                
   0.00036    .00000    .00000    .00000   3.729558701154762       0.0    507103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            507104
  -0.70272   0.00000    .00000    .00000    .00000    .00000              507105                
    18.209    26.200   952.491  1007.000    94.454    95.541 0 0          507106                
        0.3841424175   0.02007        0.0208456434   0.01144  0           507108                
MATERA    WETTZELL  0814+425 2019 07 16 11 50  23.0000000000              507201                
     122632.06958686   0.00725   -57380.9922055596   0.00703 0      I     507202                
   0.00091    .00000    .00000    .00000   4.069992980144573       0.0    507203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            507204
  -0.70272  -0.00564    .00000    .00000    .00000    .00000              507205                
    18.209    18.427   952.491   945.800    94.454    45.064 0 0          507206                
        0.5244166115   0.00823        0.0173520807   0.00416  0           507208                
SEJONG    MATERA    0814+425 2019 07 16 11 50  23.0000000000              507301                
  -17865939.51719232   0.01952  -790560.6217041288   0.01891 0      I     507302                
   0.00036    .00000    .00000    .00000  -4.725322888534769       0.0    507303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            507304
   0.00000  -0.70272    .00000    .00000    .00000    .00000              507305                
    23.409    18.209   991.900   952.491    92.703    94.454 0 0          507306                
        0.2844377738   0.07244        0.0070671198   0.01506  0           507308                
SEJONG    SESHAN25  0814+425 2019 07 16 11 50  23.0000000000              507401                
     170909.21605587   0.01618    92444.4617414995   0.01798 0      I     507402                
   0.00046    .00000    .00000    .00000   6.216348485934086       0.0    507403                
