DATA IN NGS FORMAT FROM DATABASE 19JAN10XE_V002                                                 
Made from vgosDB with read.py. Observed delays and rates in card #2                             
     0.161    14.200  1008.200   989.937    77.314    74.000 0 0          417006                
        0.5224920394   0.06086       -5.3410088041   0.06854  0           417008                
ISHIOKA   YEBES40M  1418+546 2019 01 11 14 40  24.0000000000              417101                
     209102.56227929   0.02381  1345502.1035350799   0.05024 0      I     417102                
   0.00041    .00000    .00000    .00000   2.385616561283322       0.0    417103                
  0.398   0.413 -0.0126  0.0009 -0.0014 -0.0004      -4886.498            417104
   0.00000  -0.00735    .00000    .00000    .00000    .00000              417105                
     0.161     5.880  1008.200   917.680    77.314    33.000 0 0          417106                
       -1.4002075078   0.02107        0.0032209942   0.03018  0           417108                
NYALES20  RAEGSMAR  1418+546 2019 01 11 14 40  24.0000000000              417201                
    5203316.41803437   0.09222   586048.9989350433   0.19459 1      I     417202                
   0.00013    .00000    .00000    .00000   3.990106136925466       0.2    417203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            417204
   0.04781   0.00000    .00000    .00000    .00000    .00000              417205                
   -12.490    14.200   996.100   989.937    59.273    74.000 0 0          417206                
        0.9773592485   0.04322       -1.9299713338   0.03736  0           417208                
NYALES20  YEBES40M  1418+546 2019 01 11 14 40  24.0000000000              417301                
    8065079.29800781   0.01234   497705.5191194211   0.02700 0      I     417302                
   0.00080    .00000    .00000    .00000   0.971803394157427       0.0    417303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            417304
   0.04781  -0.00735    .00000    .00000    .00000    .00000              417305                
   -12.490     5.880   996.100   917.680    59.273    33.000 0 0          417306                
       -1.6176454922   0.00979       -0.1742836926   0.01412  0           417308                
RAEGSMAR  YEBES40M  1418+546 2019 01 11 14 40  24.0000000000              417401                
    2861764.89381631   0.10277   -88322.1613216268   0.23354 2      I     417402                
   0.00010    .00000    .00000    .00000   2.182350657924970       0.2    417403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            417404
   0.00000  -0.00735    .00000    .00000    .00000    .00000              417405                
    14.200     5.880   989.937   917.680    74.000    33.000 0 0          417406                
        0.5309222545   0.04318        0.1151498903   0.03075  0           417408                
FORTLEZA  MATERA    3C418    2019 01 11 14 42  49.0000000000              417501                
   -7105606.41015554   0.01370   734754.1376913092   0.02791 8      I     417502                
   0.00070    .00000    .00000    .00000  -3.076473038615176       0.0    417503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            417504
  -0.03616  -0.02049    .00000    .00000    .00000    .00000              417505                
    10.000     3.300  1000.000   956.900    50.000    84.790 0 0          417506                
        0.0000000000   0.00000        0.0000000000   0.00000  0           417508                
FORTLEZA  NYALES20  3C418    2019 01 11 14 42  49.0000000000              417601                
   -6969140.93876191   0.01254   380648.5526737595   0.02554 0      I     417602                
   0.00076    .00000    .00000    .00000   2.168330978998466       0.0    417603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            417604
  -0.03616  -0.07359    .00000    .00000    .00000    .00000              417605                
    10.000   -12.461  1000.000   996.100    50.000    60.076 0 0          417606                
       -0.3540675295   0.01015       -0.0668506057   0.01230  0           417608                
FORTLEZA  RAEGSMAR  3C418    2019 01 11 14 42  49.0000000000              417701                
   -9140946.36779634   0.10072   231620.9644744985   0.21254 2      I     417702                
   0.00010    .00000    .00000    .00000  -6.219869717527389       0.2    417703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            417704
  -0.03616   0.00000    .00000    .00000    .00000    .00000              417705                
    10.000    14.200  1000.000   990.127    50.000    74.000 0 0          417706                
       -0.4754706255   0.04079       -0.0089861182   0.01882  0           417708                
FORTLEZA  WETTZ13N  3C418    2019 01 11 14 42  49.0000000000              417801                
   -8105722.05833733   0.01277   637890.1122293543   0.02602 0      I     417802                
   0.00075    .00000    .00000    .00000  -2.801136802995154       0.0    417803                
  1.673   0.211 -0.0130 -0.0002 -0.0030  0.0003        224.198            417804
  -0.03616   0.00000    .00000    .00000    .00000    .00000              417805                
    10.000    -3.486  1000.000   948.200    50.000    98.986 0 0          417806                
        0.2575923425   0.00992        0.0002085148   0.01187  0           417808                
FORTLEZA  WETTZELL  3C418    2019 01 11 14 42  49.0000000000              417901                
   -8108263.83668413   0.00922   637879.6421074724   0.01816 0      I     417902                
   0.00103    .00000    .00000    .00000  -4.675673043700203       0.0    417903                
  1.673   0.212 -0.0130 -0.0001 -0.0030 -0.0012      -2255.606            417904
  -0.03616   0.00281    .00000    .00000    .00000    .00000              417905                
    10.000    -3.485  1000.000   948.200    50.000    98.985 0 0          417906                
        0.7440143321   0.00747       -0.0050034633   0.00876  0           417908                
FORTLEZA  YEBES40M  3C418    2019 01 11 14 42  49.0000000000              418001                
   -8757342.00213035   0.00466   513100.3527488632   0.00984 0      I     418002                
   0.00211    .00000    .00000    .00000  -3.771060870950339       0.0    418003                
  1.673   0.158 -0.0130  0.0000 -0.0030 -0.0000      -5085.843            418004
  -0.03616  -0.00098    .00000    .00000    .00000    .00000              418005                
    10.000     5.800  1000.000   917.600    50.000    33.000 0 0          418006                
       -2.0143568386   0.00643        0.0075017933   0.00983  0           418008                
FORTLEZA  ZELENCHK  3C418    2019 01 11 14 42  49.0000000000              418101                
   -3976278.91668785   0.01047   902919.4763699598   0.02134 0      I     418102                
   0.00091    .00000    .00000    .00000  -2.641281623827583       0.0    418103                
  1.673   0.197 -0.0130 -0.0030 -0.0030 -0.0068     213664.925            418104
  -0.03616   0.00000    .00000    .00000    .00000    .00000              418105                
